Genome ID	Genome Name	Organism Name	NCBI Taxon ID	Genome Status	Strain	Serovar	Biovar	Pathovar	MLST	Other Typing	Culture Collection	Type Strain	Completion Date	Publication	BioProject Accession	BioSample Accession	Assembly Accession	SRA Accession	GenBank Accessions	RefSeq Accessions	Sequencing Centers	Sequencing Status	Sequencing Platform	Sequencing Depth	Assembly Method	Chromosomes	Plasmids	Contigs	Genome Length	GC Content	PATRIC CDS	RefSeq CDS	Isolation Site	Isolation Source	Isolation Comments	Collection Date	Isolation Country	Geographic Location	Latitude	Longitude	Altitude	Depth	Other Environmental	Host Name	Host Gender	Host Age	Host Health	Body Sample Site	Body Sample Subsite	Other Clinical	AntiMicrobial Resistance	AntiMicrobial Resistance Evidence	Gram Stain	Cell Shape	Motility	Sporulation	Temperature Range	Optimal Temperature	Salinity	Oxygen Requirement	Habitat	Disease	Comments	Additional Metadata	Coarse Consistency	Fine Consistency	Checkm Completeness	Checkm Contamination	Genome Quality Flags	Genome Quality	Date Inserted	Date Modified
1311.336	Streptococcus agalactiae strain GX026		1311	Complete	GX026	Ib			MLST.Streptococcus_agalactiae.261				2015-08-03T00:00:00Z		PRJNA254961	SAMN02906739	GCA_001190865.1	SRR1552620,SRR1552720,SRR1568022	CP011328		GUANGXI ACADEMY OF FISHERY SCIENCES		Illumina Hiseq 2000	275x	Edena v. 3.131028	1		1	1840649	35.49	1908	1613		brain		2011	China	China: Guangxi Province						Tilapia, Oreochromis niloticus			streptococcosis																Genome sequencing of Streptococcus agalactiae GX026;many frameshifted proteins	collected_by:Ming Chen	99.9	98.7	100	0.9		Good	2016-01-17T16:42:19.006Z	2016-01-17T16:42:19.006Z
1311.335	Streptococcus agalactiae strain GX064		1311	Complete	GX064	III			MLST.Streptococcus_agalactiae.7				2015-08-03T00:00:00Z		PRJNA258307	SAMN02991566	GCF_001190845.1	SRR1552728,SRR1552729	CP011327		GUANGXI ACADEMY OF FISHERY SCIENCES		Illumina Hiseq 2000	220x	Edena v. 3.131028			1	2064350	35.47	2018	1940		brain		2011	China	China: Guangxi Province						Tilapia, Oreochromis niloticus			streptococcosis																Genome sequencing of Streptococcus agalactiae GX064	collected_by:Ming Chen	99.7	99.3	100			Good	2016-01-17T16:42:18.697Z	2016-01-17T16:42:18.697Z
1311.337	Streptococcus agalactiae strain H002		1311	Complete	H002	III			MLST.Streptococcus_agalactiae.928				2015-10-13T00:00:00Z	26430031	PRJNA258310	SAMN02991570	GCF_001190885.1	SRR1567833,SRR1567844	CP011329	NZ_CP011329.1	GUANGXI ACADEMY OF FISHERY SCIENCES		Illumina Hiseq 2000	210X	Edena v. 3.131028	1		1	2147416	35.65	2107	2013		vagina		2011	China	China: Guangxi Province						Human, Homo sapiens			invasive neonatal disease																Genome sequencing of Streptococcus agalactiae H002	collected_by:Ming Chen	99.6	99.5	100	0.9		Good	2016-01-17T16:42:19.311Z	2016-01-17T16:42:19.311Z
1311.333	Streptococcus agalactiae strain HN016		1311	Complete	HN016	Ia			MLST.Streptococcus_agalactiae.7				2015-08-03T00:00:00Z		PRJNA258321	SAMN02992126	GCF_001190805.1	SRR1567876	CP011325	NZ_CP011325.1	GUANGXI ACADEMY OF FISHERY SCIENCES		Illumina Hiseq 2000	346x	Edena v. 3.131028	1		1	2064722	35.66	2020	1943		brain		2011	China	China: Guangxi Province						Tilapia, Oreochromis niloticus			streptococcosis																Genome sequencing of Streptococcus agalactiae HN016	collected_by:Ming Chen	99.7	99.3	100			Good	2016-01-17T16:42:17.993Z	2016-01-17T16:42:17.993Z
1311.133	Streptococcus agalactiae strain NGBS061		1311	Complete	NGBS061				MLST.Streptococcus_agalactiae.459				2014-08-14T00:00:00Z		PRJNA246096	SAMN02741687	GCF_000730215.1		CP007631		Public Health Ontario		SMRT sequenceing (Pacific Biosciences)	84x	Celera Assembler v. 7.0; Quiver	1		1	2221207	35.49	2237	2102				2010	Canada	Canada: Greater Toronto Area						Human, Homo sapiens			group B strep disease																Complete Genome Sequencing of Group B Streptococcus ST452 isolate and ST459 isolate.		99.7	99.6	100			Good	2016-01-17T15:37:40.562Z	2016-01-17T15:37:40.562Z
1311.625	Streptococcus agalactiae strain NGBS128		1311	Complete	NGBS128	serovar III			MLST.Streptococcus_agalactiae.17				2016-02-04T00:00:00Z		PRJNA293561	SAMN04007140	GCF_001552035.1	SRR2451884	CP012480,CP012742	NZ_CP012480.1,NZ_CP012742.1	Public Health Ontario		PacBio; Illumina			1	1	2	2079123	35.73	2036	1918				2010	Canada	Canada: Greater Toronto area/Peel						Human, Homo sapiens														C					Completed genome of NGBS128, a serotype III ST17 group B Streptococcous isolate.	collected_by:TIBDN	99.7	99.2	100			Good	2016-03-01T10:56:48.483Z	2016-03-01T10:56:48.483Z
1311.132	Streptococcus agalactiae strain NGBS572		1311	Complete	NGBS572				MLST.Streptococcus_agalactiae.452				2014-07-17T00:00:00Z		PRJNA246096	SAMN02741688	GCF_000730255.1		CP007632	NZ_CP007632.1	Public Health Ontario		SMRT sequenceing (Pacific Biosciences)	111x	Celera Assembler v. 7.0; Quiver	1		1	2061426	35.46	2022	1923				2012	Canada	Canada: Greater Toronto Area						Human, Homo sapiens			Group B strep disease																Complete Genome Sequencing of Group B Streptococcus ST452 isolate and ST459 isolate.		99.7	99	100			Good	2016-01-17T15:37:40.871Z	2016-01-17T15:37:40.871Z
1311.35	Streptococcus agalactiae strain SG-M1		1311	Complete	SG-M1				MLST.Streptococcus_agalactiae.283				2015-10-21T00:00:00Z		PRJNA293392	SAMN04002524	GCA_001275545.2		CP012419	NZ_CP012419.2	National University of Singapore and Genome Institute of Singapore		PacBio	259x	PacBio HGAP3 v. 3	1		1	2116811	35.48	2148	2037		Blood		26-Jun-2015	Singapore	Singapore						Human, Homo sapiens	male		Septicemia and meningitis											C			Multiple		Genome sequencing of S. agalactiae strains from the Singapore Streptococcus agalactiae working group	collected_by:Li Yang Hsu	99.7	99.5	100			Good	2016-01-17T17:04:35.844Z	2016-01-17T17:04:35.844Z
1311.246	Streptococcus agalactiae strain SS1		1311	Complete	SS1	V			MLST.Streptococcus_agalactiae.1				2015-06-03T00:00:00Z	25941374	PRJNA274384	SAMN03329971	GCF_001026925.1	SRR1793936	CP010867	NZ_CP010867.1	Baylor College of Medicine		Illumina; PacBio		CLC Genomics Workbench v. 7.5.1	1		1	2092071	35.52	2071	2060		Blood		1992	United States	USA: Houston						Human, Homo sapiens			Invasive																Whole genome sequencing of serotype V group B Streptococcus blood isolates from non-pregnant adults.	collected_by:BCM	99.7	99.6	100			Good	2016-01-17T16:07:01.931Z	2016-01-17T16:07:01.931Z
1311.334	Streptococcus agalactiae strain YM001		1311	Complete	YM001	Ia			MLST.Streptococcus_agalactiae.7				2015-08-03T00:00:00Z		PRJNA258349	SAMN02996604	GCF_001190825.1	SRR1567845,SRR1567846	CP011326		GUANGXI ACADEMY OF FISHERY SCIENCES		Illumina Hiseq 2000	220x	Edena v. 3.131028			1	2047957	35.61	2017	1929		brain		2011	China	China: Guangxi Province						Tilapia, Oreochromis niloticus			streptococcosis																Genome sequencing of Streptococcus agalactiae YM001	collected_by:Ming Chen	99.7	99.3	100			Good	2016-01-17T16:42:18.373Z	2016-01-17T16:42:18.373Z
862970.3	Streptococcus anginosus C1051	Streptococcus anginosus C1051	862970	Complete	C1051								2013-09-03T00:00:00Z		PRJNA50423	SAMN02603662	GCA_000463465.1		CP003860.1	NC_022244.1	National Microbiology Laboratory, Public Health Agency of Canada	complete				1		1	1911706	39	1892	1729																															-		99.5	98.8	97.9	0.8		Good	2014-12-08T22:13:29.888Z	2015-03-16T03:17:09.594Z
862971.3	Streptococcus anginosus C238	Streptococcus anginosus C238	862971	Complete	C238								2013-09-03T00:00:00Z		PRJNA50425	SAMN02603663	GCA_000463505.1		CP003861.1	NC_022239.1	National Microbiology Laboratory, Public Health Agency of Canada	complete				1		1	2233640	38.2	2245	1970																															-		99.3	98.7	97.9	0.3		Good	2014-12-08T22:13:29.897Z	2015-03-16T03:17:09.594Z
1328.12	Streptococcus anginosus SA1		1328	Complete	Sa								2014-08-21T00:00:00Z	25053786	PRJNA243855	-	GCA_000831165.1		CP007573.1	NZ_CP007573.1	Centers for Disease Control and Prevention		Illumina; PacBio		HGAP v. 2.0	1		1	2036353	38.86	1978	1835																															First known vancomycin-resistant isolate of S. anginosus		99.6	99.3	98.3	0.5		Good	2015-03-12T13:41:51.719Z	2015-03-16T03:17:09.594Z
1328.2	Streptococcus anginosus strain J4211		1328	Complete	J4211								2015-10-26T00:00:00Z		PRJNA282763	SAMN03577772	GCF_001412635.1		CP012805	NZ_CP012805.1	University of Oklahoma Health Sciences Center		Illumina	619	Geneious v. 6.1.8	1		1	1924513	38.99	1963	1926		Hospital isolate		Apr-2011	United States	USA: San Antonio						Human, Homo sapiens													Mesophilic	37 C		Facultative	HostAssociated	Abscess	Prophages and mobile genetic elements are prominent features in the genomes of medically important members of the genus Streptococcus. Streptococcus anginosus strain J4211 is a patient isolate that is significant in that it harbors two lambdoid prophages that can be induced to produce infectious bacteriophages.	sample_type:Whole organism	99.6	99	97.9	0.5		Good	2016-01-17T17:39:32.579Z	2016-01-17T17:39:32.579Z
1353243.3	Streptococcus anginosus subsp. whileyi MAS624	Streptococcus anginosus subsp. whileyi MAS624	1353243	Complete	MAS624						 		2013-07-04T00:00:00Z		PRJDB81		GCA_000478925.1		AP013072.1	NZ_AP013072.1	Pediatric Dentistry, Tokyo Dental College	complete	Roche 454; Illumina; Sanger	80x	Newbler v. 2.6.0	1		1	2122284	38.3	2163	2138																															In order to analyze what genomic features influence on immunogenicity of host cells, the genomic comparison of Streptococcus anginosus strains has been performed		99.5	99	97.9	0.3		Good	2014-12-08T22:13:29.958Z	2015-03-16T03:17:09.594Z
RB-08-S-bovis-1067	Streptococcus bovis 1067																																																																							
RB-18-S-bovis-1212	Streptococcus bovis 1212																																																																							
RB-03-S-bovis-1293	Streptococcus bovis 1293																																																																							
RB-13-S-bovis-1294	Streptococcus bovis 1294																																																																							
RB-10-S-bovis-1361	Streptococcus bovis 1361																																																																							
RB-11-S-bovis-1364	Streptococcus bovis 1364																																																																							
RB-16-S-bovis-1365	Streptococcus bovis 1365																																																																							
RB-20-S-bovis-1417	Streptococcus bovis 1417																																																																							
RB-14-S-bovis-1445	Streptococcus bovis 1445																																																																							
RB-05-S-bovis-1459	Streptococcus bovis 1459																																																																							
RB-22-S-bovis-207	Streptococcus bovis 207																																																																							
RB-24-S-bovis-992	Streptococcus bovis 992																																																																							
RB-01-S-bovis-NTB2-39468	Streptococcus bovis NTB2 39468																																																																							
RB-23-S-bovis-NTB7	Streptococcus bovis NTB7																																																																							
862969.3	Streptococcus constellatus subsp. pharyngis C1050	Streptococcus constellatus subsp. pharyngis C1050	862969	Complete	C1050								2013-09-03T00:00:00Z		PRJNA50421	SAMN02603661	GCA_000463425.1		CP003859.1	NC_022238.1	National Microbiology Laboratory, Public Health Agency of Canada	complete				1		1	1991156	38.1	2055	1797																															-		99.5	98.5	97.9	1.5		Good	2014-12-08T22:13:30.038Z	2015-03-16T03:17:09.594Z
696216.3	Streptococcus constellatus subsp. pharyngis C232	Streptococcus constellatus subsp. pharyngis C232	696216	Complete	C232								2013-09-03T00:00:00Z		PRJNA42135	SAMN02603657	GCA_000463395.1		CP003800.1	NC_022236.1	National Microbiology Laboratory, Public Health Agency of Canada	complete				1		1	1935414	38.2	2002	1756																					Positive	Cocci	No		Mesophilic						Streptococcus constellatus subsp. pharyngis C232. This organims will be used for comparative analysis with other Streptococcus species. 		99.6	98.8	97.9	1		Good	2014-12-08T22:13:30.047Z	2015-03-16T03:17:09.594Z
862968.3	Streptococcus constellatus subsp. pharyngis C818	Streptococcus constellatus subsp. pharyngis C818	862968	Complete	C818								2013-09-03T00:00:00Z		PRJNA50419	SAMN02603660	GCA_000463445.1		CP003840.1	NC_022245.1	National Microbiology Laboratory, Public Health Agency of Canada	complete				1		1	1935662	38.2	2002	1754																															-		99.6	98.8	97.9	1		Good	2014-12-08T22:13:30.056Z	2015-03-16T03:17:09.594Z
1247189.3	Streptococcus dysgalactiae subsp. equisimilis 167	Streptococcus dysgalactiae subsp. equisimilis 167	1247189	Complete					MLST.Streptococcus_dysgalactiae_equisimilis.78		 		2013-10-04T00:00:00Z		PRJDB689		GCA_000493775.1		AP012976.1	NC_022532.1	National Center for Global Health and Medicine	complete				1		1	2076397	39.6	2278	2223																															S. dysgalactiae subsp equisimilis strain 167 is the most virulent strain tested in this study. To elucidate the factor(s), which contribute the high virulence, the whole genome sequence was determined.;many frameshifted proteins		99	95.9	100	7.9		Good	2014-12-08T22:13:30.149Z	2015-03-16T03:17:09.594Z
759913.3	Streptococcus dysgalactiae subsp. equisimilis AC-2713	Streptococcus dysgalactiae subsp. equisimilis AC-2713	759913	Complete	AC-2713				MLST.Streptococcus_dysgalactiae_equisimilis.128				2012-10-31T00:00:00Z		PRJNA48119	SAMEA3138428	GCA_000317855.1		HE858529.1	NC_019042.1	DWI an der RWTH Aachen e. V.	complete			1	1		1	2179445	39.52	2171	2215																					Positive	Cocci									Streptococcus dysgalactiae subsp. equisimilis AC-2713 This S. dysgalactiae subsp. equisimilis isolate possesses the group A cell wall carbohydrate antigen. The strain was decribed in: Brandt, C. M., G. Haase, et al. (1999). 'Characterization of blood culture isolates of Streptococcus dysgalactiae subsp. equisimilis possessing Lancefield's group A antigen.' Journal of Clinical Microbiology 37(12): 4194-4197.		99.1	98.6	99.1	0.9		Good	2014-12-08T22:13:30.160Z	2015-03-16T03:17:09.594Z
663954.3	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394	663954	Complete	ATCC 12394				MLST.Streptococcus_dysgalactiae_equisimilis.25		ATCC 12394		2011-02-10T00:00:00Z	21282711	PRJNA39783	SAMN02603163	GCA_000188715.1		CP002215	NC_017567.1	Cornell University	complete				1		1	2159491	39.5	2194	2056																					+	Coccus	No	No	Mesophilic	-		Facultative	Host-associated	Mastitis	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394. This strain will be used for comparative genome analysis.		99	97.8	100	0.9		Good	2014-12-08T22:13:30.169Z	2015-03-16T03:17:09.594Z
486410.3	Streptococcus dysgalactiae subsp. equisimilis GGS_124	Streptococcus dysgalactiae subsp. equisimilis GGS_124	486410	Complete	GGS_124				MLST.Streptococcus_dysgalactiae_equisimilis.67				2009-06-30T00:00:00Z	21223537	PRJNA27849		GCA_000010705.1		AP010935	NC_012891	International Medical Center of Japan	complete				1		1	2106340	39.6	2152	2095												Human, Homo sapiens									+	Coccus	No	No	Mesophilic	-			Host-associated	Endocarditis;Septicemia;Meningitis	Streptococcus dysgalactiae subsp. equisimilis. Streptococcus dysgalactiae subsp.  equisimilis strains can be isolated from humans and swine. Strains of this subspecies belong to serogroups C and G, and are beta-hemolytic. This organism causes endocarditis, meningitis and septicemia in humans and swine. Streptococcus dysgalactiae subsp. equisimilis GGS_124. This organism is a serogroup G strain and will be used for comparative analysis.		99.3	98.7	100			Good	2014-12-08T22:13:30.178Z	2015-03-16T03:17:09.594Z
617121.3	Streptococcus dysgalactiae subsp. equisimilis RE378	Streptococcus dysgalactiae subsp. equisimilis RE378	617121	Complete	RE378				MLST.Streptococcus_dysgalactiae_equisimilis.17		 		2012-10-03T00:00:00Z	22900646	PRJNA34711		GCA_000307185.1		AP011114.1	NC_018712.1	Kitasato University	complete				1		1	2151145	39.5	2145	1894																															-		99.2	98.4	100	4.3		Good	2014-12-08T22:13:30.188Z	2015-03-16T03:17:09.594Z
